RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score,interpretation
70750,9668,DELATE RD NE,Local Access,1,316,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,316,0,Nothing
5085,884,NORBUT LN NE,Local Access,1,1189,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1189,0,Nothing
7032,5975,SEAPORT PL NW,Local Access,1,835,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,835,0,Nothing
59110,18383,VIRGINIA LOOP RD NE,Local Access,1,82,Rural,82,82,NA,NA,2,2,NA,3,1,1,2,2,82,164,Poor
70771,19293,SEMINOLE RD NE,Local Access,1,772,Rural,772,32,NA,NA,2,2,NA,3,1,1,2,2,32,64,Poor
50509,10313,TRACYTON BEACH RD NW,Major Collector,2,295,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,295,0,Nothing
33767,19294,SE SKYHAWK LN,Local Access,1,353,Rural,353,18,NA,NA,3,3,NA,3,5,5,10,10,18,180,Good
55270,321,ESSEX ST NW,Local Access,2,231,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,231,0,Nothing
50509,10262,TRACYTON BEACH RD NW,Major Collector,2,1114,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1114,0,Nothing
45080,10499,SE GRAND VIEW ST,Local Access,1,516,Rural,516,492,NA,NA,2,5,NA,3,5,1,6,6,492,2952,Adequate
5078,3626,GREENWOOD ST NW,Local Access,2,251,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,251,0,Nothing
5093,4210,PEEKABOO AVE NW,Local Access,2,395,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,395,0,Nothing
43473,6485,SE DEVONSHIRE PL,Local Access,2,723,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,723,0,Nothing
42910,11588,JACKSON AVE SE,Minor Arterial,2,437,Urban,437,437,NA,NA,3,3,6,NA,1,1,2,2,437,874,Poor
79520,9273,NE HUDSON ST,Local Access,1,188,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,188,0,Nothing
57507,13353,LAKEVIEW AVE NW,Local Access,2,313,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,313,0,Nothing
59050,11738,CENTRAL VALLEY RD NE,Minor Arterial,2,534,Urban,534,534,NA,NA,5,5,6,NA,1,1,2,2,534,1068,Poor
59050,13552,CENTRAL VALLEY RD NE,Minor Arterial,1,780,Rural,780,780,NA,NA,5,5,NA,4,5,5,10,10,780,7800,Good
5091,12950,NW NORTH ST,Local Access,2,291,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,291,0,Nothing
12256,18019,GOLD CREEK RD W,Minor Collector,1,4350,Rural,4350,4339,NA,NA,4,NA,NA,4,0,5,5,5,4339,21695,Adequate
12256,18019,GOLD CREEK RD W,Minor Collector,1,4350,Rural,4350,4350,NA,NA,NA,4,NA,4,5,0,5,5,4350,21750,Adequate
12256,16668,GOLD CREEK RD W,Minor Collector,1,1418,Rural,1418,1418,NA,NA,4,4,NA,4,5,5,10,10,1418,14180,Good
12256,10749,GOLD CREEK RD NW,Minor Collector,1,1494,Rural,1494,1494,NA,NA,6,6,NA,4,5,5,10,10,1494,14940,Good
56740,1546,NW SID UHINCK DR,Local Access,2,129,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,129,0,Nothing
56740,6157,NW SID UHINCK DR,Local Access,2,654,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,654,0,Nothing
77150,5211,NE LINCOLN RD,Minor Arterial,2,0,Urban,0,0,NA,NA,NA,4,6,NA,1,0,1,1,0,0,Poor
12256,9154,GOLD CREEK RD NW,Minor Collector,1,3130,Rural,3130,3112,NA,NA,6,6,NA,4,5,5,10,10,3112,31120,Good
12256,3865,GOLD CREEK RD W,Minor Collector,1,2445,Rural,2445,6,NA,NA,4,4,NA,4,5,5,10,10,6,60,Good
12256,3865,GOLD CREEK RD W,Minor Collector,1,2445,Rural,2445,2184,NA,NA,4,4,NA,4,5,5,10,10,2184,21840,Good
12256,3865,GOLD CREEK RD W,Minor Collector,1,2445,Rural,2445,253,NA,NA,4,4,NA,4,5,5,10,10,253,2530,Good
12256,16587,GOLD CREEK RD W,Minor Collector,1,997,Rural,997,997,NA,NA,6,6,NA,4,5,5,10,10,997,9970,Good
12256,14918,GOLD CREEK RD W,Minor Collector,1,314,Rural,314,314,NA,NA,6,6,NA,4,5,5,10,10,314,3140,Good
12256,5216,GOLD CREEK RD W,Minor Collector,1,3664,Rural,3664,3664,NA,NA,4,4,NA,4,5,5,10,10,3664,36640,Good
12256,13097,GOLD CREEK RD W,Minor Collector,1,2705,Rural,2705,2670,NA,NA,6,6,NA,4,5,5,10,10,2670,26700,Good
12256,13097,GOLD CREEK RD W,Minor Collector,1,2705,Rural,2705,35,NA,NA,4,4,NA,4,5,5,10,10,35,350,Good
12256,18146,GOLD CREEK RD W,Minor Collector,1,1125,Rural,1125,1125,NA,NA,4,4,NA,4,5,5,10,10,1125,11250,Good
58340,838,NW OLYMPIC VIEW CT,Local Access,1,692,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,692,0,Nothing
71410,13430,GALA WAY NE,Local Access,2,982,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,982,0,Nothing
77150,1927,NE LINCOLN RD,Major Collector,2,1453,Urban,1453,1348,NA,NA,4,4,6,NA,1,1,2,2,1348,2696,Poor
77150,1927,NE LINCOLN RD,Major Collector,2,1453,Urban,1453,0,NA,NA,4,NA,6,NA,0,1,1,1,0,0,Poor
77150,18456,NE LINCOLN RD,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
71410,18457,GALA WAY NE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
58340,19363,NW OLYMPIC VIEW CT,Local Access,1,218,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,218,0,Nothing
59750,15200,SCANDIA CT NW,Local Access,1,1037,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1037,0,Nothing
59750,19361,SCANDIA CT NW,Local Access,1,193,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193,0,Nothing
11910,8172,TIGER MISSION RD W,Local Access,1,1907,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1907,0,Nothing
11800,389,TIGER LAKE RD W,Local Access,1,2201,Rural,2201,2200,NA,NA,NA,2,NA,3,1,0,1,1,2200,2200,Poor
11910,18017,TIGER MISSION RD W,Local Access,1,269,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,269,0,Nothing
11800,4307,TIGER LAKE RD W,Local Access,1,774,Rural,774,774,NA,NA,NA,2,NA,3,1,0,1,1,774,774,Poor
34550,5496,SE BAKER RD,Local Access,2,951,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,951,0,Nothing
34550,18173,SE BAKER RD,Local Access,2,1346,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1346,0,Nothing
34550,19141,SE BAKER RD,Local Access,2,410,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,410,0,Nothing
34550,19364,SE BAKER RD,Local Access,2,1122,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1122,0,Nothing
74300,9451,NW CEDAR LN,Local Access,2,611,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,611,0,Nothing
74300,19365,NW CEDAR LN,Local Access,2,580,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,580,0,Nothing
11070,9457,MIAMI BEACH RD NW,Local Access,1,489,Rural,489,489,NA,NA,2,2,NA,3,1,1,2,2,489,978,Poor
11070,19366,MIAMI BEACH RD NW,Local Access,1,403,Rural,403,15,NA,NA,2,NA,NA,3,0,1,1,1,15,15,Poor
11070,19366,MIAMI BEACH RD NW,Local Access,1,403,Rural,403,17,NA,NA,NA,2,NA,3,1,0,1,1,17,17,Poor
59611,13085,PEARSON POINT RD NE,Local Access,1,1133,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1133,0,Nothing
56791,7440,RIDGETOP BLVD NW,Principal Arterial,2,792,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,792,0,Nothing
56791,12937,RIDGETOP BLVD NW,Principal Arterial,2,783,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,783,0,Nothing
2033,12777,WILLIAM HEIGHTS LN SW,Local Access,1,2707,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2707,0,Nothing
19201,19370,DYES INLET RD NW,Local Access,1,145,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,145,0,Nothing
19201,2821,DYES INLET RD NW,Local Access,1,492,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,492,0,Nothing
87350,15163,BODINE RD NE,Local Access,1,372,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,0,Nothing
87350,15532,BODINE RD NE,Local Access,1,713,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,713,0,Nothing
57740,12073,NW BUCKLIN HILL RD,Minor Arterial,2,967,Urban,967,967,NA,NA,3,5,6,NA,1,1,2,2,967,1934,Poor
57740,12073,NW BUCKLIN HILL RD,Minor Arterial,2,967,Urban,967,0,NA,NA,6,NA,6,NA,0,2,2,2,0,0,Poor
57740,154,NW BUCKLIN HILL RD,Minor Arterial,2,1298,Urban,1298,1298,NA,NA,6,8,6,NA,2,2,4,4,1298,5192,Minimum
57740,154,NW BUCKLIN HILL RD,Minor Arterial,2,1298,Urban,1298,0,NA,NA,NA,5,6,NA,1,0,1,1,0,0,Poor
2061,12483,BULL FROG AVE SW,Local Access,1,516,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,516,0,Nothing
2061,7552,BULL FROG AVE SW,Local Access,1,675,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,675,0,Nothing
2061,2405,BULL FROG AVE SW,Local Access,1,473,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,473,0,Nothing
3049,2294,CAVALLI RD SE,Local Access,1,250,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,250,0,Nothing
15600,14932,BARTOLATZ RD W,Local Access,2,255,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,255,0,Nothing
85273,14873,NE APPLE TREE POINT LN,Local Access,0,204,Unknown,204,12,NA,NA,5,5,NA,NA,0,0,0,0,12,0,Nothing
74880,10928,NE SAWDUST HILL RD,Local Access,1,1794,Rural,1794,1794,NA,NA,3,3,NA,3,5,5,10,10,1794,17940,Good
74880,10928,NE SAWDUST HILL RD,Local Access,1,1794,Rural,1794,0,NA,NA,3,NA,NA,3,0,5,5,5,0,0,Adequate
80188,7949,NE MIDWAY AVE,Local Access,1,448,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,448,0,Nothing
75060,12855,NE CRAWFORD DR,Local Access,1,846,Rural,846,846,NA,NA,NA,1,NA,3,1,0,1,1,846,846,Poor
75060,12855,NE CRAWFORD DR,Local Access,1,846,Rural,846,844,NA,NA,1,NA,NA,3,0,1,1,1,844,844,Poor
70370,10592,MILLER BAY RD NE,Major Collector,1,2693,Rural,2693,1817,NA,NA,3,3,NA,6,1,1,2,2,1817,3634,Poor
70370,10592,MILLER BAY RD NE,Major Collector,1,2693,Rural,2693,876,NA,NA,3,3,NA,6,1,1,2,2,876,1752,Poor
70370,10592,MILLER BAY RD NE,Major Collector,1,2693,Rural,2693,0,NA,NA,3,NA,NA,6,0,1,1,1,0,0,Poor
71650,7040,STOTTLEMEYER RD NE,Local Access,1,3028,Rural,3028,3028,NA,NA,4,4,NA,3,5,5,10,10,3028,30280,Good
71650,7889,STOTTLEMEYER RD NE,Local Access,1,1313,Rural,1313,1313,NA,NA,4,4,NA,3,5,5,10,10,1313,13130,Good
74880,1291,NE SAWDUST HILL RD,Local Access,1,1579,Rural,1579,0,NA,NA,3,NA,NA,3,0,5,5,5,0,0,Adequate
74880,1291,NE SAWDUST HILL RD,Local Access,1,1579,Rural,1579,1579,NA,NA,3,3,NA,3,5,5,10,10,1579,15790,Good
71650,7988,STOTTLEMEYER RD NE,Local Access,1,940,Rural,940,940,NA,NA,4,4,NA,3,5,5,10,10,940,9400,Good
74880,7139,NE SAWDUST HILL RD,Local Access,1,1117,Rural,1117,0,NA,NA,NA,3,NA,3,5,0,5,5,0,0,Adequate
80750,11008,DIVISION ST NE,Local Access,1,664,Rural,664,664,NA,NA,2,2,NA,3,1,1,2,2,664,1328,Poor
80240,3829,NE LOUGHREY AVE,Local Access,1,434,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,434,0,Nothing
86680,12173,KINGSTON ST NE,Local Access,1,518,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,518,0,Nothing
75060,9827,NE CRAWFORD DR,Local Access,1,667,Rural,667,667,NA,NA,1,1,NA,3,1,1,2,2,667,1334,Poor
80740,5521,GREENWOOD ST NE,Local Access,1,220,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220,0,Nothing
80300,3163,NE EVERGREEN AVE,Local Access,1,562,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,562,0,Nothing
80740,15621,GREENWOOD ST NE,Local Access,1,205,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205,0,Nothing
80410,7751,KITSAP ST NE,Local Access,1,153,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153,0,Nothing
70370,9149,MILLER BAY RD NE,Major Collector,1,290,Rural,290,247,NA,NA,8,8,NA,6,5,5,10,10,247,2470,Good
70370,9149,MILLER BAY RD NE,Major Collector,1,290,Rural,290,42,NA,NA,8,8,NA,6,5,5,10,10,42,420,Good
70370,9149,MILLER BAY RD NE,Major Collector,1,290,Rural,290,0,NA,NA,8,NA,NA,6,0,5,5,5,0,0,Adequate
80670,4142,MADRONA ST NE,Local Access,1,204,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,204,0,Nothing
80240,2198,NE LOUGHREY AVE,Local Access,1,658,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,658,0,Nothing
80670,5252,MADRONA ST NE,Local Access,1,229,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,229,0,Nothing
80750,6735,DIVISION ST NE,Local Access,1,216,Rural,216,216,NA,NA,2,2,NA,3,1,1,2,2,216,432,Poor
86680,6714,KINGSTON ST NE,Local Access,1,219,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,219,0,Nothing
80670,6553,MADRONA ST NE,Local Access,1,210,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210,0,Nothing
80600,3540,NE HARRIS AVE,Local Access,1,644,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,644,0,Nothing
86680,5030,KINGSTON ST NE,Local Access,1,236,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,236,0,Nothing
74730,4897,NE ROVA RD,Local Access,1,761,Rural,761,761,NA,NA,2,2,NA,3,1,1,2,2,761,1522,Poor
80750,2558,DIVISION ST NE,Local Access,1,220,Rural,220,220,NA,NA,2,2,NA,3,1,1,2,2,220,440,Poor
70370,10986,MILLER BAY RD NE,Major Collector,1,4114,Rural,4114,347,NA,NA,3,3,NA,6,1,1,2,2,347,694,Poor
70370,10986,MILLER BAY RD NE,Major Collector,1,4114,Rural,4114,504,NA,NA,3,3,NA,6,1,1,2,2,504,1008,Poor
70370,10986,MILLER BAY RD NE,Major Collector,1,4114,Rural,4114,204,NA,NA,3,3,NA,6,1,1,2,2,204,408,Poor
70370,10986,MILLER BAY RD NE,Major Collector,1,4114,Rural,4114,294,NA,NA,3,3,NA,6,1,1,2,2,294,588,Poor
70370,10986,MILLER BAY RD NE,Major Collector,1,4114,Rural,4114,2464,NA,NA,3,3,NA,6,1,1,2,2,2464,4928,Poor
70370,10986,MILLER BAY RD NE,Major Collector,1,4114,Rural,4114,299,NA,NA,3,3,NA,6,1,1,2,2,299,598,Poor
70370,2196,MILLER BAY RD NE,Major Collector,1,815,Rural,815,264,NA,NA,8,8,NA,6,5,5,10,10,264,2640,Good
70370,2196,MILLER BAY RD NE,Major Collector,1,815,Rural,815,0,NA,NA,NA,8,NA,6,5,0,5,5,0,0,Adequate
70370,2196,MILLER BAY RD NE,Major Collector,1,815,Rural,815,550,NA,NA,8,8,NA,6,5,5,10,10,550,5500,Good
71650,2053,STOTTLEMEYER RD NE,Local Access,1,1616,Rural,1616,1616,NA,NA,4,4,NA,3,5,5,10,10,1616,16160,Good
80750,1566,DIVISION ST NE,Local Access,1,224,Rural,224,224,NA,NA,2,2,NA,3,1,1,2,2,224,448,Poor
80188,1910,NE MIDWAY AVE,Local Access,1,412,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,412,0,Nothing
85100,4133,NE SHORTY CAMPBELL RD,Local Access,1,1356,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1356,0,Nothing
80600,2926,NE HARRIS AVE,Local Access,1,687,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,687,0,Nothing
70370,2749,MILLER BAY RD NE,Major Collector,1,2128,Rural,2128,147,NA,NA,8,8,NA,6,5,5,10,10,147,1470,Good
70370,2749,MILLER BAY RD NE,Major Collector,1,2128,Rural,2128,367,NA,NA,8,8,NA,6,5,5,10,10,367,3670,Good
70370,2749,MILLER BAY RD NE,Major Collector,1,2128,Rural,2128,0,NA,NA,NA,8,NA,6,5,0,5,5,0,0,Adequate
70370,2749,MILLER BAY RD NE,Major Collector,1,2128,Rural,2128,1612,NA,NA,3,3,NA,6,1,1,2,2,1612,3224,Poor
80740,680,GREENWOOD ST NE,Local Access,1,219,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,219,0,Nothing
70370,535,MILLER BAY RD NE,Major Collector,1,408,Rural,408,408,NA,NA,8,8,NA,6,5,5,10,10,408,4080,Good
71650,381,STOTTLEMEYER RD NE,Local Access,1,1314,Rural,1314,1314,NA,NA,4,4,NA,3,5,5,10,10,1314,13140,Good
75210,324,HIGHLAND RD NE,Local Access,1,704,Rural,704,704,NA,NA,2,5,NA,3,5,1,6,6,704,4224,Adequate
75210,1032,HIGHLAND RD NE,Local Access,1,4837,Rural,4837,3977,NA,NA,2,5,NA,3,5,1,6,6,3977,23862,Adequate
75210,1032,HIGHLAND RD NE,Local Access,1,4837,Rural,4837,703,NA,NA,2,4,NA,3,5,1,6,6,703,4218,Adequate
75210,1032,HIGHLAND RD NE,Local Access,1,4837,Rural,4837,157,NA,NA,NA,5,NA,3,5,0,5,5,157,785,Adequate
80800,12291,NE PARK AVE,Local Access,1,440,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,440,0,Nothing
86685,4331,SOUTH KINGSTON RD NE,Minor Collector,1,610,Rural,610,610,NA,NA,2,2,NA,4,1,1,2,2,610,1220,Poor
80370,2815,WILDWOOD ST NE,Local Access,1,114,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,114,0,Nothing
80500,7380,NE SHORE DR,Local Access,1,605,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,605,0,Nothing
80500,6409,NE SHORE DR,Local Access,1,334,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,334,0,Nothing
80500,4344,NE SHORE DR,Local Access,1,702,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,702,0,Nothing
80500,1524,NE SHORE DR,Local Access,1,635,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,635,0,Nothing
80415,9567,INDIANOLA RD NE,Minor Collector,1,214,Rural,214,214,NA,NA,4,4,NA,4,5,5,10,10,214,2140,Good
80415,7011,INDIANOLA RD NE,Minor Collector,1,233,Rural,233,233,NA,NA,4,4,NA,4,5,5,10,10,233,2330,Good
80415,8750,INDIANOLA RD NE,Minor Collector,1,213,Rural,213,213,NA,NA,4,4,NA,4,5,5,10,10,213,2130,Good
80415,2084,INDIANOLA RD NE,Minor Collector,1,220,Rural,220,220,NA,NA,4,4,NA,4,5,5,10,10,220,2200,Good
80415,2084,INDIANOLA RD NE,Minor Collector,1,220,Rural,220,0,NA,NA,4,NA,NA,4,0,5,5,5,0,0,Adequate
80415,78,INDIANOLA RD NE,Minor Collector,1,219,Rural,219,219,NA,NA,4,4,NA,4,5,5,10,10,219,2190,Good
80415,1961,INDIANOLA RD NE,Minor Collector,1,227,Rural,227,227,NA,NA,4,4,NA,4,5,5,10,10,227,2270,Good
80415,1841,INDIANOLA RD NE,Minor Collector,1,1063,Rural,1063,1063,NA,NA,4,4,NA,4,5,5,10,10,1063,10630,Good
80415,1841,INDIANOLA RD NE,Minor Collector,1,1063,Rural,1063,0,NA,NA,4,NA,NA,4,0,5,5,5,0,0,Adequate
80415,2574,INDIANOLA RD NE,Minor Collector,1,216,Rural,216,216,NA,NA,4,4,NA,4,5,5,10,10,216,2160,Good
80500,896,NE SHORE DR,Local Access,1,407,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,407,0,Nothing
74880,15215,NE SAWDUST HILL RD,Local Access,1,2527,Rural,2527,2527,NA,NA,3,3,NA,3,5,5,10,10,2527,25270,Good
70370,14256,MILLER BAY RD NE,Major Collector,1,2900,Rural,2900,2022,NA,NA,3,3,NA,6,1,1,2,2,2022,4044,Poor
70370,14256,MILLER BAY RD NE,Major Collector,1,2900,Rural,2900,877,NA,NA,3,3,NA,6,1,1,2,2,877,1754,Poor
70370,14256,MILLER BAY RD NE,Major Collector,1,2900,Rural,2900,0,NA,NA,NA,3,NA,6,1,0,1,1,0,0,Poor
74590,8765,NE MINDER RD,Local Access,1,809,Rural,809,809,NA,NA,9,9,NA,3,5,5,10,10,809,8090,Good
74880,9731,NE SAWDUST HILL RD,Local Access,1,2797,Rural,2797,1489,NA,NA,3,3,NA,3,5,5,10,10,1489,14890,Good
74880,9731,NE SAWDUST HILL RD,Local Access,1,2797,Rural,2797,122,NA,NA,3,3,NA,3,5,5,10,10,122,1220,Good
74880,9731,NE SAWDUST HILL RD,Local Access,1,2797,Rural,2797,1185,NA,NA,3,3,NA,3,5,5,10,10,1185,11850,Good
86680,1898,KINGSTON ST NE,Local Access,1,957,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,957,0,Nothing
77260,4556,NW PIONEER HILL RD,Local Access,1,2152,Rural,2152,2152,NA,NA,6,NA,NA,3,0,5,5,5,2152,10760,Adequate
77260,4556,NW PIONEER HILL RD,Local Access,1,2152,Rural,2152,2151,NA,NA,NA,4,NA,3,5,0,5,5,2151,10755,Adequate
74597,1400,NE ORSETH RD,Local Access,1,1013,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1013,0,Nothing
86671,10010,NE WEST KINGSTON RD,Major Collector,1,1972,Rural,1972,1624,NA,NA,10,10,NA,6,5,5,10,10,1624,16240,Good
86671,10010,NE WEST KINGSTON RD,Major Collector,1,1972,Rural,1972,348,NA,NA,10,10,NA,6,5,5,10,10,348,3480,Good
74730,1788,NE ROVA RD,Local Access,1,5095,Rural,5095,3118,NA,NA,2,2,NA,3,1,1,2,2,3118,6236,Poor
74730,1788,NE ROVA RD,Local Access,1,5095,Rural,5095,1121,NA,NA,2,1,NA,3,1,1,2,2,1121,2242,Poor
80750,11211,DIVISION ST NE,Local Access,1,662,Rural,662,0,NA,NA,NA,2,NA,3,1,0,1,1,0,0,Poor
71650,3155,STOTTLEMEYER RD NE,Local Access,1,1396,Rural,1396,1342,NA,NA,4,4,NA,3,5,5,10,10,1342,13420,Good
71650,15880,STOTTLEMEYER RD NE,Local Access,1,374,Rural,374,374,NA,NA,4,4,NA,3,5,5,10,10,374,3740,Good
74790,6738,PORT GAMBLE RD NE,Local Access,1,1463,Rural,1463,1463,NA,NA,1,1,NA,3,1,1,2,2,1463,2926,Poor
74790,6738,PORT GAMBLE RD NE,Local Access,1,1463,Rural,1463,0,NA,NA,NA,2,NA,3,1,0,1,1,0,0,Poor
83090,10395,CHRIS LN NE,Local Access,1,1361,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1361,0,Nothing
83090,15868,CHRIS LN NE,Local Access,1,622,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,622,0,Nothing
72509,9432,BIG VALLEY RD NE,Minor Collector,1,3506,Rural,3506,3506,NA,NA,3,2,NA,4,1,1,2,2,3506,7012,Poor
74680,9947,NE STEVENS UHLER RD,Local Access,1,1285,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1285,0,Nothing
74790,11699,PORT GAMBLE RD NE,Local Access,1,762,Rural,762,762,NA,NA,NA,1,NA,3,1,0,1,1,762,762,Poor
74790,11699,PORT GAMBLE RD NE,Local Access,1,762,Rural,762,633,NA,NA,1,NA,NA,3,0,1,1,1,633,633,Poor
44910,3673,MARJORIE LN SE,Local Access,1,1206,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1206,0,Nothing
44910,19367,MARJORIE LN SE,Local Access,1,1001,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1001,0,Nothing
59650,19360,THORPE RD NE,Local Access,1,760,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,760,0,Nothing
59650,1904,THORPE RD NE,Local Access,1,1032,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1032,0,Nothing
56740,11431,NW SID UHINCK DR,Local Access,2,402,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,402,0,Nothing
56740,4150,NW SID UHINCK DR,Local Access,2,183,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,183,0,Nothing
56740,5677,NW SID UHINCK DR,Local Access,2,264,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,264,0,Nothing
74790,6536,PORT GAMBLE RD NE,Local Access,1,1062,Rural,1062,1062,NA,NA,1,1,NA,3,1,1,2,2,1062,2124,Poor
83290,3559,LEYMAN LN NE,Local Access,1,1319,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1319,0,Nothing
80120,10998,NE SEAVIEW AVE,Local Access,1,703,Rural,703,0,NA,NA,1,NA,NA,3,0,1,1,1,0,0,Poor
80120,10998,NE SEAVIEW AVE,Local Access,1,703,Rural,703,703,NA,NA,1,1,NA,3,1,1,2,2,703,1406,Poor
